taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
MN908947_3,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0228/2020|EPI_ISL_512870|2020-03-25,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0230/2020|EPI_ISL_512871|2020-03-26,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0231/2020|EPI_ISL_512872|2020-03-27,B.3,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chonburi-SQ-RF0001/2020|EPI_ISL_708806|2020-10-20,B.1.1.521,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chonburi-SQ-SM0001/2020|EPI_ISL_708807|2020-10-16,B.1.177.77,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok_29/2020|EPI_ISL_768522|2020-11-16,B.1.1.46,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Singburi_97/2020|EPI_ISL_768523|2020-12-03,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chiang_Rai_NS0001/2020|EPI_ISL_768524|2020-11-28,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chiang_Rai_SM/2020|EPI_ISL_768528|2020-11-30,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chiang_Rai_PY/2020|EPI_ISL_768529|2020-12-03,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_692/2020|EPI_ISL_768530|2020-12-21,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_12-20/2020|EPI_ISL_768531|2020-12-20,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_849/2020|EPI_ISL_768532|2020-12-19,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_1235/2020|EPI_ISL_768533|2020-12-19,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_26/2020|EPI_ISL_768534|2020-12-20,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_858/2020|EPI_ISL_768535|2020-12-19,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_AS/2020|EPI_ISL_768536|2020-12-17,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_1184-19/2020|EPI_ISL_768537|2020-12-19,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_SB232/2020|EPI_ISL_768538|2020-12-21,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_RB0009/2020|EPI_ISL_768539|2020-12-17,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_657/2020|EPI_ISL_768540|2020-12-20,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_894/2020|EPI_ISL_768541|2020-12-19,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_887/2020|EPI_ISL_768542|2020-12-19,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_27/2020|EPI_ISL_768543|2020-12-20,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Samut_Sakorn_DB0013/2020|EPI_ISL_768544|2020-12-17,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0415/2020|EPI_ISL_882800|2020-12-30,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0416/2020|EPI_ISL_882801|2020-12-30,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0418/2020|EPI_ISL_882802|2020-12-30,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0420/2020|EPI_ISL_882803|2020-12-30,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0421/2020|EPI_ISL_882804|2020-12-30,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI2104579-NT/2021|EPI_ISL_934971|2021-01-30,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI2100580-NPS/2021|EPI_ISL_1117528|2021-01-08,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chiang_Rai_AACR7/2021|EPI_ISL_1251232|2021-01,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Chiang_Rai_TACR10/2021|EPI_ISL_1251233|2021-01,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0017/2020|EPI_ISL_423039|2020-03-21,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0019/2020|EPI_ISL_423040|2020-03-20,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0020/2020|EPI_ISL_423041|2020-03-21,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0021/2020|EPI_ISL_423042|2020-03-24,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0022/2020|EPI_ISL_423043|2020-03-18,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/TNIC-1889/2020|EPI_ISL_430837|2020-03-03,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/NIH-2492/2020|EPI_ISL_430841|2020-03-17,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/NIH-2982/2020|EPI_ISL_430842|2020-03-18,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI206917-NT/2020|EPI_ISL_437602|2020-03-20,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI206587-NT/2020|EPI_ISL_437603|2020-03-19,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0056/2020|EPI_ISL_446998|2020-03-28,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0057/2020|EPI_ISL_446999|2020-03-28,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0058/2020|EPI_ISL_447000|2020-03-28,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0059/2020|EPI_ISL_447001|2020-03-28,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0060/2020|EPI_ISL_447002|2020-03-28,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0061/2020|EPI_ISL_447003|2020-03-29,B.61,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0063/2020|EPI_ISL_447005|2020-03-29,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0065/2020|EPI_ISL_447007|2020-03-29,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0066/2020|EPI_ISL_447008|2020-03-29,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0067/2020|EPI_ISL_447009|2020-03-29,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0068/2020|EPI_ISL_447010|2020-03-29,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0069/2020|EPI_ISL_447011|2020-03-29,B.3,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0070/2020|EPI_ISL_447012|2020-03-30,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0072/2020|EPI_ISL_447013|2020-03-03,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0073/2020|EPI_ISL_447014|2020-03-03,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0074/2020|EPI_ISL_447015|2020-03-31,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0075/2020|EPI_ISL_447016|2020-03-31,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0076/2020|EPI_ISL_447017|2020-03-31,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0077/2020|EPI_ISL_447018|2020-04-01,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0078/2020|EPI_ISL_447019|2020-04-01,B.4,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0079/2020|EPI_ISL_447020|2020-04-01,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0080/2020|EPI_ISL_447021|2020-04-01,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0081/2020|EPI_ISL_447022|2020-04-02,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0082/2020|EPI_ISL_447023|2020-04-02,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0083/2020|EPI_ISL_447024|2020-04-02,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0084/2020|EPI_ISL_447025|2020-04-02,B.4,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0085/2020|EPI_ISL_447026|2020-04-03,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0088/2020|EPI_ISL_447028|2020-04-07,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0089/2020|EPI_ISL_447029|2020-04-07,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0147/2020|EPI_ISL_455941|2020-03-15,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0148/2020|EPI_ISL_455942|2020-03-15,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0149/2020|EPI_ISL_455943|2020-03-15,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0150/2020|EPI_ISL_455944|2020-03-15,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0152/2020|EPI_ISL_455945|2020-03-16,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0153/2020|EPI_ISL_455946|2020-03-16,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0154/2020|EPI_ISL_455947|2020-03-16,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0155/2020|EPI_ISL_455948|2020-03-16,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/MUMT-3/2020|EPI_ISL_493137|2020-02-25,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/MUMT-4/2020|EPI_ISL_493139|2020-03-03,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-Si11/2020|EPI_ISL_756375|2020-12-28,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI205488-NST/2020|EPI_ISL_937540|2020-03-17,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI205468-NT/2020|EPI_ISL_937541|2020-03-17,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI204961-NT/2020|EPI_ISL_937542|2020-03-15,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI206022-NT/2020|EPI_ISL_937543|2020-03-17,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI206375-NST/2020|EPI_ISL_937544|2020-03-19,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI204563-NT/2020|EPI_ISL_976893|2020-03-12,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI204912-NST/2020|EPI_ISL_976894|2020-03-15,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI205704-NT/2020|EPI_ISL_976895|2020-03-18,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI207252-NT/2020|EPI_ISL_976896|2020-03-21,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI207624-NT/2020|EPI_ISL_976897|2020-03-25,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI208546-NT/2020|EPI_ISL_976898|2020-03-23,B.1.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/CU-SI204516-NST/2020|EPI_ISL_976899|2020-03-12,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI206377-NST/2020|EPI_ISL_437604|2020-03-01,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI205929-NT/2020|EPI_ISL_437605|2020-03-18,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI205529-NT/2020|EPI_ISL_437606|2020-03-18,B.1.8,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI205457-NST/2020|EPI_ISL_437607|2020-03-16,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI204713-NT/2020|EPI_ISL_437608|2020-03-13,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI204514-NT/2020|EPI_ISL_437609|2020-03-12,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI204512-NT/2020|EPI_ISL_437610|2020-03-12,B.1,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI204487-NT/2020|EPI_ISL_437611|2020-03-11,B.58,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI203285-NT/2020|EPI_ISL_437612|2020-01-23,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI202872-NT/2020|EPI_ISL_437613|2020-02-25,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI202769-NT/2020|EPI_ISL_437614|2020-02-25,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI202620-NT/2020|EPI_ISL_437615|2020-02-22,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI202205-NT/2020|EPI_ISL_437616|2020-02-07,A,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI201712-NT/2020|EPI_ISL_437617|2020-02-03,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200615-NT/2020|EPI_ISL_437618|2020-01-29,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200478-NST/2020|EPI_ISL_437619|2020-01-26,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200468-NT/2020|EPI_ISL_437620|2020-01-25,A.6,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200433-NT/2020|EPI_ISL_437621|2020-01-25,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200383-NT/2020|EPI_ISL_437622|2020-01-23,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200040-NT/2020|EPI_ISL_437623|2020-01-08,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SI200893-NT/2020|EPI_ISL_437624|2020-02-01,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0375/2020|EPI_ISL_812923|2020-12-20,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0376/2020|EPI_ISL_812924|2020-12-22,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0377/2020|EPI_ISL_812925|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0378/2020|EPI_ISL_812926|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0379/2020|EPI_ISL_812927|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0380/2020|EPI_ISL_812928|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0381/2020|EPI_ISL_812929|2020-12-23,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0382/2020|EPI_ISL_812930|2020-12-23,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0383/2020|EPI_ISL_812931|2020-12-23,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0386/2020|EPI_ISL_812933|2020-12-23,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0388/2020|EPI_ISL_812935|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0389/2020|EPI_ISL_812936|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0390/2020|EPI_ISL_812937|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0391/2020|EPI_ISL_812938|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0392/2020|EPI_ISL_812939|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0393/2020|EPI_ISL_812940|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/SamutSakhon-CONI-0394/2020|EPI_ISL_812941|2020-12-24,B.1.36.16,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
